0,0,125,-99,62,147.94319358195528,99,62,32.057499098125504
1,1,125,-98,63,147.2653404355333,99,62,32.057499098125504
2,0,125,-99,62,147.94319358195528,99,62,32.057499098125504
3,0,126,-99,63,147.52937543285395,99,63,32.47131724722682
4,-2,125,-100,61,148.61738085421445,98,64,33.14712338927684
5,0,126,-99,63,147.52937543285395,99,63,32.47131724722682
6,-2,125,-100,61,148.61738085421445,98,64,33.14712338927684
7,4,128,-96,67,145.0887281149743,100,61,31.383311825866343
8,8,130,-93,71,142.64095567307385,101,59,30.29181266950893
9,16,131,-88,77,138.8146090217602,104,54,27.439833542382484
10,23,132,-83,82,135.34776374341433,106,50,25.253260574369772
11,30,129,-79,86,132.57123683817593,109,43,21.52908973025149
12,37,130,-73,91,128.73700479241947,110,39,19.521805399885235
13,46,127,-67,96,124.9123109051469,113,31,15.34094979916853
14,55,124,-60,101,120.71329224499917,115,23,11.309975997158768
15,71,122,-45,108,112.62029833435793,116,14,6.881750113041841
16,81,116,-36,111,107.96955522944835,117,5,2.4470580591116775
17,86,109,-31,113,105.34129613920892,117,-4,358.04192503568646
18,91,105,-26,114,102.84810063958717,117,-9,355.6012777178068
19,95,101,-21,115,100.34907025207659,116,-14,353.11824988695815
20,106,95,-9,117,94.3990686222336,115,-22,349.1698787800354
21,116,91,2,117,89.02102291706082,114,-26,347.15224570045325
22,122,81,11,117,84.62933097572113,111,-36,342.0307911105921
23,128,74,19,116,80.69825583236376,109,-42,338.92719228750514
24,132,64,26,114,77.15259204049363,106,-50,334.7467394256302
25,133,58,30,113,75.13200776508478,103,-55,331.89854055378106
26,137,49,38,111,71.10202670011437,99,-62,327.9425009018745
27,137,43,41,110,69.55847111703889,96,-67,325.08803543489347
28,132,35,42,109,68.92753862754552,90,-74,320.5720460770015
29,131,30,44,108,67.83391521692342,87,-78,318.1219693067487
30,126,16,51,105,64.0937386465146,75,-89,310.1205342704411
31,123,11,53,104,62.99615171952669,70,-93,306.968139827895
32,119,2,58,102,60.37648359008504,61,-100,301.38296548582593
33,117,-5,63,99,57.52902909281357,54,-104,297.4394872023421
34,115,-11,67,96,55.088381774933886,48,-107,294.1606617598652
35,119,-11,69,95,54.00871157877369,50,-106,295.25291423432935
36,124,-7,68,96,54.6889970149951,56,-103,298.5322166661902
37,126,-1,64,98,56.85322295076356,62,-99,302.0571527580851
38,126,3,61,100,58.61703451417405,65,-97,303.82594558874746
39,132,13,57,102,60.80274793554818,75,-89,310.1205342704411
40,140,23,55,103,61.89888689382144,85,-80,316.73553809828593
41,143,23,57,102,60.80274793554818,86,-79,317.42910950186445
42,142,19,59,101,59.708533670531466,83,-82,315.34707106333354
43,129,18,51,105,64.0937386465146,78,-87,311.87768435321084
44,118,21,41,109,69.38663811600772,77,-88,311.1857373182802
45,117,16,45,108,67.38039434572285,72,-92,308.04684260527733
46,130,28,45,108,67.38039434572285,85,-80,316.73553809828593
47,135,31,46,107,66.73707131547955,89,-76,319.50475102947155
48,134,34,44,108,67.83391521692342,90,-74,320.5720460770015
49,134,38,41,109,69.38663811600772,93,-71,322.6402629929931
50,129,40,36,111,72.03113745063246,93,-71,322.6402629929931
51,128,42,34,112,73.11349023196391,94,-70,323.325509199363
